id,regel,modul,severity,location,titel,problem,vorschlag,verifikation,verifikationsart
85,konsistenz,Querschnitt,hoch,"resources/views/admin/product/brand/brand.blade.php:1072–1080, resources/views/admin/supplier-connectors/index.blade.php:389–395, resources/views/admin/configurations/radiator/radiator_view.blade.php:127","3 parallele Notification-Systeme: toastr.*, custom toast(), HTML-Divs","976 toastr.*-Aufrufe (global), 588 custom toast()-Aufrufe und 116 Blade-Dateien mit HTML-Alert-Divs (alert-success / sc-toast) existieren parallel. Jedes System hat eigene Styling- und Positionierungsregeln, was inkonsistentes UX-Feedback erzeugt.","Ein einziges Notification-System wählen. Bevorzugt toastr (bereits global geladen) oder die custom toast()-Funktion, falls diese zentral definiert ist. Alle HTML-Div-Varianten und das jeweils andere JS-System migrieren.","Alle drei genannten Stellen existieren exakt wie beschrieben: brand.blade.php:1072-1080 nutzt custom toast(), supplier-connectors/index.blade.php:389-395 nutzt HTML-sc-toast-Divs, radiator_view.blade.php:127 nutzt toastr.success(). Die Zahlenwerte 976 toastr.*-Aufrufe und 588 toast()-Aufrufe wurden per grep verifiziert und stimmen auf den Wert genau. Drei klar verschiedene Notification-Mechanismen koexistieren im selben Projekt ohne erkennbare Konvention; Schweregrad ""hoch"" ist angemessen.",statisch
86,konsistenz,Querschnitt,hoch,"resources/views/admin/invoice/invoice_create.blade.php:264, resources/views/admin/invoice/invoice_draft_view.blade.php:224, resources/views/admin/invoice/invoice_approved.blade.php:203, resources/views/admin/offer/set/paragraph/set_paragraph.blade.php:364, resources/views/admin/product/delivery/pdf.blade.php:289",toastr.danger() ist keine gültige Toastr-Methode – Notifications erscheinen nicht,"toastr hat keine .danger()-Methode. Die gültigen Methoden sind: .success(), .error(), .info(), .warning(). An 8 Stellen (in Produktionsviews) wird toastr.danger() aufgerufen, der Aufruf schlägt lautlos fehl – die Fehlermeldung wird nie angezeigt.",toastr.danger() durch toastr.error() ersetzen an allen betroffenen Stellen.,"Alle fünf gemeldeten Stellen (und drei weitere: invoice_edit.blade.php:267, invoice_draft.blade.php:226, oldCode/linked.blade.php:208) enthalten nachweislich `toastr.danger(...)`. Die vendorseitige Datei public/app-assets/vendors/js/extensions/toastr.min.js enthält keinerlei `danger`-Definition; eine projektweite Suche nach `prototype.danger` oder `toastr.danger =` liefert null Treffer. Der Aufruf schlägt damit lautlos fehl. Der Schweregrad ""hoch"" ist angemessen, da Fehlermeldungen bei Speicherproblemen (`not_save`-Session) in Produktionsviews komplett unsichtbar bleiben.",statisch
87,konsistenz,Querschnitt,hoch,"resources/views/admin/appointments/index.blade.php, resources/views/admin/customer/customer_details.blade.php, resources/views/admin/checklist/profitablity_calculation/profit.blade.php (Beispiele)",DE/EN-Mischung in UI-Texten: 136 Blade-Dateien mischen Sprachen im selben Kontext,"Analyse ergibt 1180 DE-Label-Treffer ('Speichern', 'Löschen' usw.) vs. 1209 EN-Label-Treffer ('Save', 'Delete', 'Create' usw.) in 136 gemeinsamen Dateien. Flash-Meldungen sind ebenfalls gemischt: 339 DE vs. 78 EN Meldungen, teils im selben Controller (BranchRentInfoController: 'The data is deleted successfully', KnowledgeQuestionController: 'The question is saved successfully').",Sprach-Policy festlegen (die App ist erkennbar Deutsch). Alle EN-UI-Texte in DE übersetzen oder Laravel-Localization (lang/de.json) konsequent einsetzen.,"Die DE/EN-Mischung ist real und projektübergreifend nachweisbar: Controller wie KnowledgeQuestionController (Zeile 45/69) und BranchRentInfoController (Zeile 149) liefern englische Flash-Meldungen, während andere Controller (MainAppointmentController, InquiryController) deutsche Meldungen verwenden — im selben Projekt ohne Localization-System. In aktiven Blade-Dateien außerhalb der /Old/-Verzeichnisse finden sich sichtbare englische UI-Buttons (Edit, Delete, Submit, Save) neben deutschen Texten, z.B. inquiry/comments/single.blade.php, user/user_edit.blade.php, offer/offer/offer.blade.php. Die drei genannten Beispieldateien sind allerdings schwache Belege (appointments/index ist weitgehend DE, profit.blade.php vollständig DE), und die Rohzahlen (1180 vs. 1209) zählen JS-Funktionsnamen mit — der Schweregrad ""hoch"" ist dennoch gerechtfertigt, da kein Laravel-Localization-System existiert (resources/lang/de/ enthält nur eine Datei, kein __() wird genutzt) und die Inkonsistenz für Endnutzer sichtbar ist.",statisch
88,konsistenz,Querschnitt,hoch,"routes/web.php (z. B. Zeile /branch_create vs. /supplier-connectors, /admin/fusion-forms/entries/{form_id} vs. /branch_expense/{branchExpense}/other-costs)","Route-URL-Konvention gemischt: 648 snake_case- vs. 712 kebab-case-URLs, teils im gleichen Pfad","Innerhalb desselben Projekts existieren snake_case-Pfade (/branch_create, /employee_dashboard) und kebab-case-Pfade (/system-warning, /supplier-connectors) nebeneinander. Darüber hinaus gibt es 20+ URLs, die beide Stile in einem einzigen Pfadsegment mischen (z. B. /admin/fusion-forms/entries/{form_id}, /branch_expense/{branchExpense}/other-costs).",Kebab-case als Standard für Routen-URLs gemäß Laravel-Konvention festlegen. Ältere snake_case-Routen schrittweise migrieren (301-Redirect bei öffentlichen URLs).,"Die genannten Stellen existieren exakt: `/branch_create` (Zeile 683), `/employee_dashboard` (Zeile 675), `/admin/fusion-forms/entries/{form_id}` (Zeile 665) und `/branch_expense/{branchExpense}/other-costs` (Zeilen 761–765) sind alle vorhanden. In routes/web.php (5412 Zeilen) koexistieren nachweislich snake_case-Pfade (496 gezählt) und kebab-case-Pfade (405 gezählt), darunter mindestens 20+ Pfade die beide Stile in einem einzigen URL-Pfad mischen (z. B. `branch_expense` + `other-costs`). Der Schweregrad ""hoch"" ist angemessen, da inkonsistente URL-Konventionen API-Integrationen und zukünftige Wartung erschweren.",statisch
89,plausibilitaet,Dashboard & Berichte,hoch,app/Http/Controllers/EmployeeDashboardController.php:735,Hardcodierter Tomorrow.io API-Key im Quellcode,$apiKey = '810lNaHm47aq72XReqTSkAtQRi1P9jQh' ist direkt im Controller hartcodiert (Kommentar: 'Replace with your actual API key' – das wurde nie gemacht). Der Key ist im Git-Repository sichtbar und kann zu unberechtigter API-Nutzung führen.,API-Key in .env als TOMORROW_IO_API_KEY auslagern und per config('services.tomorrow_io.key') einbinden. Key sofort in Tomorrow.io rotieren.,"In Zeile 735 von app/Http/Controllers/EmployeeDashboardController.php steht exakt `$apiKey = '810lNaHm47aq72XReqTSkAtQRi1P9jQh'; // Replace with your actual API key` – der Key ist real und direkt im Code eingebettet. Weder in config/services.php noch in .env-Dateien existiert ein TOMORROW_IO-Eintrag, sodass keine sichere Alternative vorhanden ist und der Key im Git-Repository öffentlich sichtbar bleibt.",statisch
90,plausibilitaet,CRM – Anfragen,hoch,"app/Http/Controllers/Wordpress/FusionFormSubmissionController.php:39,74,99,132,168,366,455",Hardcodierter API-Token und hardcodierte branch_id=1 in Produktionscode,Der externe API-Token (3Ho7JAeHMxL8kkjRDx83fhwq) ist an fuenf Stellen direkt in den Quellcode eingebettet. Token-Rotation erfordert ein Code-Deployment. Ausserdem ist branch_id = 1 in importSingle() (Zeile 366) und importAll() (Zeile 455) hartcodiert: bei Multi-Branch-Betrieb werden alle Webseiten-Anfragen pauschal der ersten Niederlassung zugewiesen.,Token in .env / config/services.php auslagern (analog zu config('services.fusion_forms.token') wie bereits partiell vorhanden). Fuer branch_id: die Niederlassung aus dem Formularinhalt bestimmen oder als konfigurierbaren Wert in config/ ablegen.,"Der Token `3Ho7JAeHMxL8kkjRDx83fhwq` ist nachweislich an fuenf Stellen (Zeilen 39, 74, 99, 132, 168) als Klartext in ausgehenden HTTP-Aufrufen eingebettet, waehrend derselbe Controller fuer eingehende Requests bereits `config('services.fusion_forms.token')` verwendet (Zeilen 58, 246) - der Auslagerungsmechanismus existiert also, wird aber nicht konsequent angewandt. Zudem ist `branch_id = 1` an Zeilen 366 und 455 hartkodiert ohne jegliche dynamische Bestimmung; erschwerend kommt hinzu, dass `config/services.php` den Schluessel `fusion_forms` doppelt deklariert (Zeilen 34 und 38), wodurch PHP den ersten Eintrag (`FUSION_FORMS_TOKEN`) still ueberschreibt und nur `FUSION_WEBHOOK_TOKEN` wirksam ist. Severity 'hoch' ist angemessen.",statisch
91,plausibilitaet,Vertrieb – Angebote,hoch,app/Http/Controllers/Customer/Offer/OfferController.php:61-62 und OfferFolderController.php:641-642 und OfferCommentController.php:30,users.name wird als employee_id missbraucht – fragile Identitätsauflösung im gesamten Modul,"Die employee_id wird in mindestens 5 Methoden (employeeId(), currentEmployeeId(), createOffer(), clone(), OfferCommentController::store()) aus auth()->user()->name ausgelesen (is_numeric($user->name)), da users.name den Mitarbeiter-PK speichert. Das ist semantisch falsch, fehleranfällig (echter Name überschreibt die ID), nicht selbstdokumentierend und führt zu falschen Zuordnungen, wenn ein User angelegt wird, dessen name zufällig numerisch ist.",Eine dedizierte Spalte users.employee_id (FK zu employees.id) einführen und konsequent nutzen. Übergangslösung: users.employee_id-Kolumne prüfen (existiert lt. Code schon: $user->employee_id) und als alleinige Quelle verwenden.,"Alle drei genannten Stellen existieren exakt wie beschrieben: OfferController.php:61-62 und OfferFolderController.php:641-642 nutzen `is_numeric($user->name)` als Fallback-Quelle für die employee_id, OfferCommentController.php:30 schreibt `auth()->user()->name` direkt in das Feld `employee_id`. Das Problem ist kein Zufall – das User-Model selbst dokumentiert es mit dem Kommentar ""In your project, users.name seems to store employees.id"" und definiert die employee()-Beziehung via `belongsTo(Employee::class, 'name', 'id')` (User.php:87). Die Kolumne `users.employee_id` existiert laut Migrationen nicht als dediziertes Feld, der Fallback `$user->employee_id` im Controller greift daher ins Leere. Schweregrad hoch ist angemessen: jeder User mit numerischem echten Namen würde fälschlicherweise einem Mitarbeiter-Datensatz zugeordnet.",statisch
92,plausibilitaet,Personal / HR,hoch,app/Http/Controllers/Employee/Position/QualificationController.php:42-44,Qualifikations-Store übergibt unkontrollierte Rohdaten aus $request->qual direkt an Qualification::create(),"foreach ($request->qual as $qualification) { Qualification::create($qualification); } — $qualification ist ein nicht-gefiltertes Unter-Array aus dem Request. Das emp_id-Feld (wird in die Tabelle gespeichert) ist nicht in den Validierungsregeln enthalten und nicht als 'exists:employees,id' geprüft. Ein Angreifer kann beliebige emp_id-Werte übermitteln, um Qualifikationen einem fremden Mitarbeiterprofil zuzuordnen.","Validierung um 'qual.*.emp_id' => 'required|integer|exists:employees,id' erweitern. Im Schleifenbody explizit nur validierte Felder übergeben: Qualification::create(['emp_id'=>$qualification['emp_id'], 'degree'=>...]).","Die Stelle existiert genau wie beschrieben: In QualificationController.php:42-44 wird `Qualification::create($qualification)` mit dem ungefilterten Request-Sub-Array aufgerufen. Die Validierungsregeln (Zeilen 21-33) prüfen nur `degree`, `major`, `institution`, `q_start_year` und `q_end_year`, nicht aber `emp_id` — während `emp_id` im Model-`$fillable` steht und damit direkt in die DB geschrieben wird. Ein Angreifer kann beliebige `emp_id`-Werte übergeben, um Qualifikationen fremden Mitarbeiterprofilen zuzuordnen. Schweregrad ""hoch"" ist angemessen, da keine Existenzprüfung via `exists:employees,id` vorhanden ist.",statisch
93,plausibilitaet,Personal / HR,hoch,"app/Http/Controllers/Employee/EmployeeController.php:339,624,660,1339",Mitarbeiterbild-Upload ohne MIME-Typ-Validierung (Dateiendung aus Originalnamen),"An vier Stellen wird das hochgeladene Bild nur mit getClientOriginalExtension() benannt, ohne any MIME-Typ- oder Bildvalidierung. Eine Datei mit Namen 'shell.php' umbenannt in 'shell.jpg' könnte mit Endung 'jpg' hochgeladen und unter /images/employee/ abgelegt werden. Zusätzlich wird an Zeilen 625/661 in das nicht-public_path-Verzeichnis 'images/employee/' (relativ zum Working Directory) geschrieben, nicht public_path().","Validierung hinzufügen: 'image' => 'required|image|mimes:jpg,jpeg,png,webp|max:2048'. Alle move()-Aufrufe auf public_path('images/employee/') vereinheitlichen.","Alle vier gemeldeten Stellen existieren und sind real: An Zeilen 339/624/660/1339 wird ausschließlich getClientOriginalExtension() verwendet, ohne jegliche Laravel-Validierungsregeln für das image-Feld (store() und update() validieren nur name/lastname/branch). An Zeilen 625 und 661 wird zudem in den relativen Pfad 'images/employee/' geschrieben statt public_path(), was je nach Working Directory außerhalb des öffentlichen Verzeichnisses landen kann. Eine als 'shell.jpg' umbenannte PHP-Datei würde ungehindert hochgeladen. Schweregrad hoch ist angemessen.",statisch
94,plausibilitaet,Admin & System,hoch,app/Http/Controllers/Branch/BranchController.php:303-317,Mass-Assignment ohne Validierung in BranchController::offerUpdate(),"$data = $request->except(['logo_file']); branch->update($data); – Alle Request-Parameter außer logo_file werden ungefiltert an das Model übergeben. Obwohl Branch::$fillable gesetzt ist, können trotzdem beliebige fillable Felder (iban, tax, vat, status usw.) durch einen API-Aufruf überschrieben werden. Es findet keine Validierung statt (kein Ruleset, kein FormRequest). Das steht im starken Kontrast zur vollständigen Validierung in store() und update().",Gleichen $this->rules()-Satz wie in store()/update() auch für offerUpdate() verwenden; mindestens $request->validate([...]) vor branch->update($validated) aufrufen.,"Die Stelle existiert exakt wie beschrieben: `offerUpdate()` in /Users/yamanuri/Documents/ticket/app/Http/Controllers/Branch/BranchController.php Zeilen 299-324 führt `$branch->update($request->except(['logo_file']))` ohne jegliche Validierung aus. Der Controller besitzt eine vollständige `rules()`-Methode (Zeilen 20-58), die in `store()` und `update()` genutzt wird, in `offerUpdate()` aber vollständig fehlt. Sensible `$fillable`-Felder wie `iban`, `bic`, `bank`, `tax`, `vat`, `slug` können durch jeden authentifizierten Nutzer über eine POST-Anfrage beliebig überschrieben werden — der Schweregrad ""hoch"" ist angemessen.",statisch
95,redundanz,Dashboard & Berichte,hoch,app/Http/Controllers/EmployeeDashboardController.php:60-367,index()- und mobile()-Methode in EmployeeDashboardController sind nahezu identisch (~300 Zeilen Duplikat),"index() (Zeile 60) und mobile() (Zeile 235) enthalten exakt denselben Datenaufbereitungscode für Tasks, Appointments, DepartmentPositions, Leaves, SickDays und TimeManagement. Beide geben dieselbe View zurück (admin.dashboard.employee.mobile). Jede Änderung muss doppelt gepflegt werden; aktuell unterscheidet sich mobile() nur durch fehlende activeDepartments, myCustomerCount, myProjectCount.","Gemeinsame Logik in private Hilfsmethode prepareEmployeeDashboardData() extrahieren. index() ergänzt das Ergebnis um Admin-Felder, mobile() nicht. Beide rufen dann dieselbe Hilfsmethode auf.","Die Datei /Users/yamanuri/Documents/ticket/app/Http/Controllers/EmployeeDashboardController.php zeigt in den Zeilen 60-232 (index()) und 235-367 (mobile()) exakt denselben Datenaufbereitungscode für Tasks, Appointments, DepartmentPositions, Leaves, SickDays und TimeManagement; beide Methoden geben identisch admin.dashboard.employee.mobile zurück, wobei index() zusätzlich activeDepartments, myCustomerCount und myProjectCount ergänzt (Zeilen 178-212). Kein Kommentar oder Muster deutet auf eine bewusste Konvention hin, der Schweregrad ""hoch"" ist angemessen.",statisch
96,redundanz,CRM – Anfragen,hoch,app/Http/Controllers/Inquiry/InquiryController.php:2638 / app/Http/Controllers/Inquiry/InquiryVerificationController.php:317,Identische lead()- und verify-Logik dupliziert in InquiryController und InquiryVerificationController,"Die Lead-Erstellungslogik (lead(), distributor(), brand(), createBrandDepartment(), createDistributorDepartment(), updateVerification()) ist in beiden Controllern fast wortgleich implementiert. Ebenso sind importSingle() und importAll() in FusionFormSubmissionController.php eine 1:1-Kopie desselben URL-basierten Note-Aufbaus (ca. 50 Zeilen).","Gemeinsame Logik in einen InquiryConversionService extrahieren. Beide Controller nutzen dann denselben Service. Fuer FusionFormSubmission: eine private buildNoteFromEntries()-Methode, die von beiden Methoden gerufen wird.","Die Duplikation ist in allen drei Dateien real und belegt: InquiryController.php (ab Zeile 2542) und InquiryVerificationController.php enthalten je eine eigenstaendige Implementierung von lead(), distributor(), brand(), createDistributorDepartment() und createBrandDepartment() mit nahezu identischem Code-Koerper (gleiche NewLeads::create-Felder, gleicher LeadAlternativeAdd-Block, gleiche Produkt-Schleife). In FusionFormSubmissionController.php sind importSingle() (ab Zeile 314) und importAll() (ab Zeile 424) wortgleich in DB-Query, Feldextraktion und dem gesamten URL-basierten note-Aufbau (vier Branches: /jobs, /batteriespeicher, /kontakt, else). Der Severity ""hoch"" ist angemessen, da Bugfixes oder Geschaeftslogik-Aenderungen an beiden Stellen gepflegt werden muessen und tatsaechlich bereits kleine Divergenzen entstanden sind (z. B. verify_by als String vs. Employee-FK).",statisch
97,redundanz,Querschnitt,hoch,resources/views/admin/roof_config/config.blade copy.php bis config.blade copy 7.php,8 Kopien von config.blade.php im roof_config-Modul,8 Versionen von config.blade copy.php bis config.blade copy 7.php liegen neben der aktiven config.blade.php. Ausserdem config2.blade copy.php. Insgesamt 9 tote Dateien in einem einzigen Verzeichnis - ein klares Zeichen fuer manuelle Versionierung statt Git-Branches.,"Alle copy-Varianten loeschen (config.blade copy*.php, config2.blade copy.php). Aktive Version ist config.blade.php und config2.blade.php.","Die 7 Kopien (config.blade copy.php bis config.blade copy 7.php, 508-947 Zeilen) und config2.blade copy.php existieren nachweislich im Verzeichnis /resources/views/admin/roof_config/ und werden nirgendwo im Projekt referenziert (grep auf routes/, app/, resources/ ergibt keine Treffer). Die unterschiedlichen Zeilenzahlen (508, 612, 718, 846, 947) belegen manuelle Versionierung statt Git-Nutzung. Severity ""hoch"" ist angemessen, da 9 tote Dateien aktiv Verwirrung stiften und das Repo unnoetig aufblaehen.",statisch
98,redundanz,Dashboard,hoch,resources/views/admin/dashboard/old codes/,9 tote Dashboard-Blade-Kopien in old codes/-Ordner,"6 Kopien von dashboard.blade (copy, copy 2-5, copy new) plus 3 Kopien von mobile.blade (copy, copy 2, copy 3) in old codes/. Aktive Dateien: resources/views/admin/dashboard/employee/ und dashboard/test.blade.php. Zusaetzlich eine test.blade.php im Dashboard-Root, die nicht in routes/ referenziert wird.","Ordner resources/views/admin/dashboard/old codes/ vollstaendig loeschen. dashboard/test.blade.php pruefen und falls nicht produktiv verwendet, ebenfalls entfernen.","Der Ordner `resources/views/admin/dashboard/old codes/` existiert nachweislich und enthält 10 tote Dateien (6 Dashboard-Kopien, 3 Mobile-Kopien, plus dashbaord.blade.php mit Tippfehler); zusätzlich liegt `dashboard/test.blade.php` vor, das in keiner Route referenziert wird. Der Schweregrad ""hoch"" ist angemessen, da tote View-Kopien im Produktivverzeichnis Verwirrung stiften und das Projekt aufblähen, aber keine Sicherheitslücke darstellen.",statisch
99,redundanz,Chat,hoch,"resources/js/chat copy.js (1962 Zeilen), resources/js/chat copy 2.js (4687 Zeilen), resources/js/chat v2.js (738 Zeilen)",3 tote chat.js-Varianten in resources/js/ neben der aktiven Datei,"Neben der aktiven resources/js/chat.js (5685 Zeilen, in vite.config.js registriert und per @vite geladen) liegen drei Backup-Versionen. 'chat v2.js' wird in keiner View per @vite oder asset() geladen. Weder 'chat copy.js' noch 'chat copy 2.js' sind in vite.config.js registriert.","Die drei Dateien chat copy.js, chat copy 2.js und chat v2.js aus resources/js/ entfernen. Die aktive chat.js bleibt unveraendert.","Alle drei Dateien existieren mit den exakt genannten Zeilenzahlen (chat copy.js: 1962, chat copy 2.js: 4687, chat v2.js: 738). In vite.config.js sind ausschliesslich ""resources/js/chat.js"" sowie app.js, bootstrap.js, notification.js und mini_chat.js als Inputs registriert; die Kopien fehlen vollstaendig. Eine Suche in resources/views/ liefert keinerlei Treffer fuer diese Dateinamen. Es handelt sich um tote Backup-Artefakte ohne jede Einbindung.",statisch
100,redundanz,Layouts,hoch,"resources/views/admin/layouts/OLD CODE/ (app.blade copy.php, copy 2, copy 3, copy mar 2025.php, app.blade last 25.php), resources/views/admin/layouts/app.blade copy.php, app.blade copy 2.php",7 Kopien des Haupt-Layouts app.blade.php in OLD CODE/ plus 2 direkte Kopien im layouts/-Root,"Das kritische Hauptlayout wird in 7 Kopien im Old-Code-Ordner und 2 direkt neben der aktiven app.blade.php gespeichert. Zusaetzlich liegen test.blade.php und test2.blade.php im layouts/-Root, die keine Route referenziert. Der OLD CODE/-Ordner enthaelt auch 5 Kopien von test.blade.php.","Old CODE/-Ordner loeschen. app.blade copy.php und app.blade copy 2.php im layouts/-Root entfernen. test.blade.php und test2.blade.php im layouts/-Root loeschen, falls keine Route sie rendert.","Alle genannten Dateien existieren nachweislich: 5 app.blade-Varianten im Ordner OLD CODE/ sowie app.blade copy.php und app.blade copy 2.php direkt neben der aktiven app.blade.php, zudem test.blade.php und test2.blade.php ohne jede Routen-Referenz. Die unterschiedlichen MD5-Hashes zeigen manuelle Snapshot-Kopien statt einer Projekt-Konvention; das ist eindeutiger Redundanz-Ballast, der den Schweregrad ""hoch"" rechtfertigt.",statisch
101,redundanz,Checklist/Profit,hoch,resources/views/admin/checklist/profitablity_calculation/Old Code/ (26 Dateien),6 Kopien von profit.blade.php und weitere Old-Code-Dateien in profitablity_calculation/,"Groesste Old-Code-Ansammlung im Projekt: 26 Dateien, darunter profit.blade copy.php bis profit.blade copy 5.php, bonus.blade copy.php und weitere. Die aktiven Dateien profit.blade.php und bonus.blade.php liegen im Elternordner. 26 tote Dateien in einem einzigen Unterordner.",Den gesamten Unterordner Old Code/ mit allen 26 Dateien loeschen.,"Der Ordner ""Old Code"" existiert unter /resources/views/admin/checklist/profitablity_calculation/Old Code/ und enthält 10 Dateien direkt (darunter profit.blade copy.php bis profit.blade copy 5.php und bonus.blade copy.php) sowie einen Unterordner partials/ mit 16 weiteren Blade-Dateien – insgesamt ca. 27 tote Dateien. Es gibt keine einzige @include- oder Route-Referenz auf diesen Pfad im gesamten Codebase, die aktiven Dateien liegen im Elternordner. Der Fund ist real und korrekt beschrieben; Schweregrad ""hoch"" ist angemessen, da es sich um unbenutzten Altcode ohne Zweck handelt.",statisch
102,redundanz,NewLeads,hoch,app/Http/Controllers/Customer/NewLeadsController.php:107-165,Employee-Datenladen wird zweimal ausgeführt - zweites Ergebnis überschreibt das erste (Dead Code),"In new_object() werden ab Zeile 107 alle Mitarbeiter geholt, mit Urlaub- und Vertretungs-Tabellen verknüpft ($availableEmployees) und das Ergebnis in $data['employees'] gesetzt (Zeile 162). Zeile 165 überschreibt sofort mit einem einfachen Employee::select()->get() ohne die Leave-Logik. Der gesamte Code von Zeile 107-162 ist damit toter Code: zwei unnötige DB-Abfragen (leaves, job_representatives) und eine Collection-Operation werden immer für nichts ausgeführt.",Die Zeilen 107-162 entfernen. Die zweite Zuweisung in Zeile 165 ist der effektive Pfad und sollte (ggf. mit Leave-Logik) übernommen werden.,"Die Stelle existiert exakt wie beschrieben: Zeile 162 setzt $data['employees'] = $availableEmployees->toArray() (Ergebnis der Leave/Vertreter-Logik aus Zeilen 107-160), und Zeile 165 überschreibt diesen Wert sofort mit einem schlichten Employee::select(...)->get() ohne jede Leave-Logik. Damit sind drei DB-Abfragen (employees, leaves, job_representatives) sowie die map/filter-Operation auf der Collection dauerhaft wirkungslos - echter Dead Code. Severity ""hoch"" ist angemessen, da reale, nicht triviale DB-Last ohne jeden Nutzen anfällt.",statisch
103,routing,Dashboard & Berichte,hoch,"routes/web.php:637,642",Doppelte POST-Route für reportStore unter zwei verschiedenen URIs und Namen,"admin/overdue-center/reports (POST, Name: overdue.reports.store) und admin/overdue-center/report-store (POST, Name: overdue-center.report.store) zeigen auf dieselbe Methode OverdueCenterController@reportStore. Diese Redundanz führt zu inkonsistenter Nutzung im Frontend, erschwerter Wartung und Verwirrung beim Debugging.",Einen der beiden Einträge (vorzugsweise report-store als veraltetes Muster) entfernen und alle Frontend-Aufrufe auf die eine Route admin/overdue-center/reports zeigen lassen.,"In /Users/yamanuri/Documents/ticket/routes/web.php Zeile 637 und 642 existieren tatsaechlich zwei POST-Routen (admin/overdue-center/reports mit Name overdue.reports.store und admin/overdue-center/report-store mit Name overdue-center.report.store), die beide auf OverdueCenterController@reportStore zeigen. Es handelt sich um eine echte Redundanz ohne erkennbare Konvention, der Schweregrad ""hoch"" ist angemessen da inkonsistente Routennamen und doppelte Endpunkte zu schwer nachvollziehbaren Frontend-Abhaengigkeiten fuehren.",statisch
104,routing,CRM – Kommunikation,hoch,routes/web.php:1380-1381,toggle-status und testConnection für E-Mail-Konten ohne Auth-Middleware,"Route::post('/admin/lead-email-accounts/toggle-status/{id}') und Route::post('/admin/lead-email-accounts/test/{id}') liegen innerhalb eines Route::group(['middleware' => 'web'])-Blocks, aber explizit AUSSERHALB des inneren ['auth']-Blocks. Dadurch kann jeder nicht-eingeloggte Nutzer den Status eines E-Mail-Kontos umschalten oder eine IMAP-Verbindung auf fremde Server testen (SSRF-Risiko).",Beide Routen in den bestehenden prefix('admin')->middleware(['auth'])-Block (Zeile 1376) verschieben.,"In /Users/yamanuri/Documents/ticket/routes/web.php, Zeilen 1380-1381, befinden sich die beiden POST-Routen `/admin/lead-email-accounts/toggle-status/{id}` und `/admin/lead-email-accounts/test/{id}` nachweislich innerhalb des äußeren `Route::group(['middleware' => 'web'])`-Blocks (Zeile 1374), aber explizit AUSSERHALB des inneren `Route::prefix('admin')->middleware(['auth'])`-Blocks (Zeile 1375-1379 bzw. 1382ff.). Die `auth`-Middleware fehlt für diese beiden Routen vollständig, sodass unauthentifizierte Nutzer den Toggle-Status auslösen oder via `testConnection` eine beliebige IMAP-Verbindung anstoßen können (SSRF-Risiko). Der Befund ist real; ein bewusster Projektkonventions-Ausschluss ist nicht erkennbar, da alle umliegenden Admin-Routen konsequent mit `auth` geschützt sind.",statisch
105,routing,CRM – Kommunikation,hoch,routes/web.php:3241-3243,"Destroy, Publish und Unpublish für E-Mail-Konfiguration über GET-Routen","Route::get('/email_configuration_destroy/{id}') löscht einen Datensatz, Route::get('/email_config_publish/{id}') und ::get('/email_config_unpublish/{id}') ändern den Status. GET-Requests dürfen keine Zustandsänderungen auslösen (HTTP-Standard). Diese URLs können von Browsern, Crawlern oder in <img>-Tags referenziert werden, was zu CSRF-artigen Angriffen und ungewollten Löschungen führt.","DELETE/POST verwenden und CSRF-Token prüfen: Route::delete('/email-configurations/{id}', …) mit CSRF-Schutz. GET-Routen für delete/publish entfernen.","Die Routen existieren exakt an den genannten Stellen (routes/web.php:3241-3243): `Route::get('/email_configuration_destroy/{id}', ...)`, `Route::get('/email_config_publish/{id}', ...)` und `Route::get('/email_config_unpublish/{id}', ...)`. Es handelt sich nicht um eine Projekt-Konvention, da `store` und `update` desselben Controllers korrekt via POST definiert sind (Zeilen 3239-3240), während nur die zustandsändernden Aktionen destroy/publish/unpublish als GET vorliegen und damit ohne CSRF-Schutz erreichbar sind.",statisch
106,routing,CRM – Anfragen,hoch,routes/web.php:666-667,Doppelt registrierte Route fusion.webhook.ajax (unterschiedliche Controller),"Dieselbe URI POST /fusion/webhook/ajax wird zweimal mit demselben Namen fusion.webhook.ajax registriert – einmal fuer FusionFormSubmissionController@webhookAjax, einmal fuer FusionWebhookController@handleAjax. Laravel verwendet immer die zuletzt registrierte Route; FusionFormSubmissionController@webhookAjax ist damit tot. Der handleAjax-Controller fuehrt hingegen gar keine Sync-Logik aus (count bleibt 0).","Einen der beiden Eintraege entfernen und sicherstellen, dass die korrekte Methode (webhookAjax mit der echten Importlogik) aktiv ist. Route umbenennen, falls beide benoetigt werden.","In /Users/yamanuri/Documents/ticket/routes/web.php, Zeilen 666–667, sind tatsächlich zwei identische POST-Routen auf dieselbe URI /fusion/webhook/ajax mit demselben Namen fusion.webhook.ajax registriert – einmal mit FusionFormSubmissionController@webhookAjax, einmal mit FusionWebhookController@handleAjax. Laravel überschreibt die erste Registrierung durch die zweite, sodass FusionFormSubmissionController@webhookAjax unerreichbar (dead code) ist. Der Schweregrad „hoch"" ist angemessen, da Importlogik stillschweigend nicht ausgeführt wird.",statisch
