id,regel,modul,severity,status,location,titel,problem,vorschlag,confidence
37,architektur,Dashboard & Berichte,hoch,bestätigt,app/Http/Controllers/EmployeeDashboardController.php:1,Monster-Controller: EmployeeDashboardController hat 2333 Zeilen,"Ein einzelner Controller vereint Dashboard-Rendering, Wetter-API-Abfragen, Urlaubs-/Kranktags-Berechnung, Task/Appointment/Lead/Inquiry/Leave/TicketTask-Aggregation, markAsDone-Logik für 7 Entitätstypen mit vollständiger DB-Schreiblogik sowie HR-Widgets. Keine Service-Schicht, keine FormRequest-Validierung, keine Repository. Dies führt zu enger Kopplung, schwieriger Testbarkeit und fehlendem Separation of Concerns.","Aufteilen in DashboardQueryService (Datenaggregation), MarkAsDoneService (Schreiboperationen je Typ), DashboardController (nur View-Return). FormRequest-Klassen für getDueToday und markAsDone einführen.",hoch
38,architektur,Dashboard & Berichte,hoch,bestätigt,app/Http/Controllers/Report/OverdueCenterController.php:1,OverdueCenterController hat 4612 Zeilen – extremes Fat-Controller-Problem,"Der Controller enthält sämtliche Overdue-Abfragelogik (5 Entitätstypen), Report-Store-Logik (5 Entitätstypen), History-Logik, Notification-Logik, Reminder-Logik, Schema-Introspektionslogik und N Hilfsformatierungsmethoden. Für die Mitarbeiter-Zusammenfassung (recentReportsEmployeeSummary) werden 5 separate Sub-Controller-Methoden aufgerufen. Auch eine Kopie existiert: Old/OverdueCenterController copy.php (104 kB).","Logik in OverdueQueryService, OverdueReportService und OverdueNotificationService auslagern. Old/-Kopie löschen. Schema-Introspektionshelfer in eigenem Trait kapseln.",hoch
39,architektur,CRM – Kommunikation,hoch,bestätigt,app/Http/Controllers/Chat/ChatController.php:123-143 / 185-232,N+1-Queries bei Chat-Sidebar: 2 Queries pro User und 2 Queries pro Gruppe,"getEmployeesAndGroups() lädt alle Nutzer und alle Gruppen in je einer Query, iteriert dann aber in einer foreach-Schleife über jeden User (n) und jede Gruppe (m) und führt pro Iteration 2 separate Chat::query()-Aufrufe aus (lastMsg + unreadCount). Bei 20 Mitarbeitern und 30 Gruppen = 100 Datenbankabfragen pro API-Aufruf, der bei jedem Öffnen des Chat-Panels ausgelöst wird.","lastMsg und unreadCount pro User/Gruppe als Subquery oder mittels DB::select mit GROUP BY vorab aggregieren und den Ergebnissen zuordnen, statt N einzelne Queries auszuführen.",hoch
40,architektur,CRM – Anfragen,hoch,bestätigt,"app/Http/Controllers/Inquiry/InquiryController.php:1075-1199,1364-1491",Fat Controller: store() und update() enthalten vollstaendige Terminplanungslogik (~300 Zeilen),"Die Methoden store() und update() enthalten jeweils ~120 Zeilen fuer die synchrone Erstellung von MainAppointment- und MainAppointmentEmployee-Eintraegen direkt im HTTP-Request-Zyklus. Dieselbe Logik ist in beiden Methoden nahezu identisch dupliziert (Unterschied: einmal Model->save(), einmal DB::insertGetId()). Ausserdem fehlt eine DB-Transaktion: wenn das Erstellen des Appointments nach dem Speichern der Inquiry fehlschlaegt, bleibt der Datensatz inkonsistent.","Appointment-Erstellung in einen InquiryService oder einen Job (Queue) auslagern. Private Methode createAppointmentsForInquiry() extrahieren, die von store() und update() aufgerufen wird. Gesamten Ablauf (Inquiry + ProductList + Appointments) in DB::transaction() einbetten.",hoch
41,architektur,CRM – Leads & Kunden,hoch,bestätigt,app/Http/Controllers/Customer/NewLeadsController.php:1,"Extremer Fat-Controller: 14.049 Zeilen, 80+ public-Methoden in einer Klasse","NewLeadsController enthält 14.049 Zeilen und über 80 öffentliche Methoden. Er übernimmt Lead-CRUD, Objekt-Verwaltung, PV-Daten, Mitarbeiter-Zuweisung, Finanzierungsdaten, Referenzen, Duplikat-Erkennung, Audit-Logging, Notification-Dispatch, Analytics, Export und mehr. Keinerlei Service-Klassen, FormRequests oder Repositories vorhanden. Die Geschäftslogik (Qualifizierungs-Status-Berechnung, Kundenummer-Generierung, Mitarbeiter-Verfügbarkeitsprüfung) ist vollständig im Controller inliniert.","Aufteilen in dedizierte Service-Klassen (LeadQualificationService, LeadCreationService, LeadNotificationService), FormRequest-Klassen für store/update/details_update, Repository für NewLeads-Queries. Kleinere thematische Controller ableiten.",hoch
42,architektur,Vertrieb – Angebote,hoch,bestätigt,app/Http/Controllers/Customer/Offer/OfferController.php:1 und app/Http/Controllers/Customer/Offer/OfferFolderController.php:1,Fat Controllers: OfferController (2929 Z.) und OfferFolderController (3810 Z.) mit gesamter Geschäftslogik,"OfferController (2929 Zeilen) übernimmt Angebotserstellung, Ordnerverwaltung, Lead-Synchronisation, Angebotsnummern-Generierung, Aktivitäts-Broadcasting und Index-Aggregation in einer einzigen Klasse. OfferFolderController (3810 Zeilen) enthält Workflow-Stage-Auflösung, Team-Zugriffslogik, Sektion-Hydration, Attachment-Verwaltung, Kanban-Logik und Lieferanten-Synchronisation. Kein Service Layer, keine FormRequests, keine Repositories vorhanden.","Extrahieren: OfferNumberService (Nummernvergabe), OfferFolderWorkflowService (Stage-Logik), OfferTeamAccessService (Zugriffslogik), OfferSyncService (Lead-Sync). FormRequests für store/update anlegen. Controller reduzieren auf Routing und HTTP-Response.",hoch
43,architektur,Vertrieb – Angebote,hoch,bestätigt,resources/views/admin/offer/folder-show.blade.php:54-196,"Geschäftslogik (DB-Queries, Model-Zugriffe) direkt im @php-Block des Blade-Views","Der @php-Block in folder-show.blade.php (ca. 140 Zeilen) führt mehrere eigenständige Eloquent-Queries aus: LeadStage::query()->...->first() (Zeile 61), erneut LeadStage::query()->...->first() (Zeile 76), LeadStage::query()->...->get() (Zeile 93), LeadStageSubStage::query()->...->get() (Zeile 115, zweimal aufgerufen), Employee::query()->...->find() (Zeile 161). Diese Logik dupliziert identische Methoden in OfferFolderController (findWorkflowMainStage, getKanbanStagesForDocument).","Alle Queries aus dem Blade entfernen. Der Controller übergibt die aufgelösten Daten als View-Variablen ($offerWorkflowMainStage, $dealWorkflowMainStage, $availableWorkflowMainStages, $currentPresenceEmployee). Existierende Controller-Methoden wiederverwenden.",hoch
44,architektur,Vertrieb – Aufträge & Rechnungen,hoch,bestätigt,resources/views/admin/deal/customer_view.blade.php:1–4823,Monster-View: customer_view.blade.php mit 2017 Zeilen Inline-CSS und 1900 Zeilen Inline-JS,"Die Datei ist 4823 Zeilen lang. Davon enthalten @section('style') ca. 2017 Zeilen reines CSS und @section('script') ca. 1900 Zeilen JavaScript. Business-Logik (DB-Queries, Permission-Checks, Carbon-Formatierungen) ist im @php-Block direkt im Template verteilt. Das verletzt MVC, macht Tests unmöglich und erschwert jede Wartung erheblich.",CSS in dedizierte Stylesheet-Dateien (z.B. public/css/deal-list.css) auslagern. JS in app-assets oder Vite-compilierte Module. DB-Abfragen und Permission-Checks vollständig in den Controller oder einen DealListPresenter verschieben. Den @forelse-Block in eine Blade-Komponente oder ein dediziertes Partial refactoren.,hoch
45,architektur,Projekte & Planer,hoch,bestätigt,app/Http/Controllers/Planner/PlannerPlanController.php:1,Extremer Fat Controller: PlannerPlanController hat 11.080 Zeilen und 67 Methoden,"Der `PlannerPlanController` umfasst 11.080 Zeilen und 67 öffentliche Methoden (inkl. Auth, Realtime, Notifications, Materialien, Projektverwaltung, Kanban, Attendance, History, etc.). Dazu kommen `PersonalTaskController` (6.570 Zeilen) und `MainAppointmentController` (3.509 Zeilen) mit ähnlichem Muster. Keine einzige Service-Klasse oder FormRequest-Klasse existiert im gesamten Projekt (`app/Http/Requests/` fehlt). Die Testbarkeit und Wartbarkeit sind praktisch null.","Verantwortlichkeiten in dedizierte Service-Klassen auslagern (z. B. `PlannerPlanService`, `PlannerAttendanceService`). Validierungslogik in FormRequest-Klassen verschieben. Der Controller sollte nur HTTP-Koordination übernehmen (unter 200 Zeilen/Methode anstreben).",hoch
46,architektur,Projekte & Planer,hoch,bestätigt,resources/views/admin/todo/personal/task_details.blade.php:227,Geschäftslogik und DB-Queries direkt im Blade-Template (task_details.blade.php),"Das Template enthält mindestens 3 direkte `DB::table(...)->...->get()/first()` Aufrufe innerhalb von `@php`-Blöcken (Z. 227, 280, 652), die Datenbankabfragen in der View ausführen. Außerdem wird Business-Logik berechnet (Zeitdifferenz, Prozentwert). Das verletzt MVC-Schichten, macht Caching unmöglich und erschwert Testing.","DB-Abfragen in den Controller verschieben und als View-Variablen übergeben. Berechnungslogik (Prozent, Status-Icon) in einen Service oder einen View-Composer auslagern.",hoch
47,architektur,Support – Tickets,hoch,bestätigt,resources/views/admin/problem/profile.blade.php:132-281,Datenbankabfragen in profile.blade.php (Geschäftslogik in der View),"Die View enthält in einem großen @php-Block echte DB/Eloquent-Abfragen: MainAppointment::query()->where('problem_id', ...)->get() (Zeile 132), ProblemComment::where()->count() (139), ProblemComment::with('employee')->latest()->get() (143), DB::table('employee_problem')->join(...)->get() (269), Employee::query()->get() (263). Diese Logik gehört in den Controller oder einen Service. Wenn der Controller die Variable bereits übergibt (z.B. $ticketAppointments), passiert die Abfrage doppelt (der Blade-Code ist als Fallback mit ?? geschrieben, wird aber ausgeführt wenn der Controller die Variable nicht setzt).","Alle Datenbankzugriffe in ProblemController@profile auslagern und als View-Variable übergeben. Den @php-Block in der View auf rein präsentationsbezogene Logik (Labels, Formatierungen) reduzieren. Alternativ ein TicketProfileViewComposer anlegen.",hoch
48,architektur,Personal / HR,hoch,bestätigt,app/Http/Controllers/Employee/EmployeeController.php:1,EmployeeController ist ein 3521-Zeilen Fat Controller mit 47 Methoden und 244 DB-Abfragen,"Der Controller enthält Mitarbeiterlisten, Profil-Update, CV-Generierung, Passcode-Reset, Kapazitäts-Analyse, Department-Zuordnungen, Positions-Main-Flag, Kalender-API, Effizienz-Score-Berechnung, Delegations-Logik u.v.m. — alles in einer einzigen Klasse ohne Service-Layer. Die next_employee()-Methode (Zeile 408) feuert über 15 DB-Abfragen zur Vorbereitung einer einzelnen View. Keine FormRequest-Klassen, keine Repository-Schicht.","Aufteilen in spezialisierte Service-Klassen (EmployeeProfileService, EmployeeCalendarService) und FormRequest-Klassen (CreateEmployeeRequest, UpdateEmployeeProfileRequest). Datenbankzugriffe in Repository- oder Query-Klassen auslagern.",hoch
49,architektur,Lager,hoch,bestätigt,app/Http/Controllers/Inventory/MachineController.php:313-315,N+1-Queries in MachineController::machineResource() – 3 Extra-Queries pro Maschine,"machineResource() wird per map() über jede paginierte Maschine aufgerufen (Zeile 84). Es werden darin 3 separate Queries abgesetzt: AssetInstallment::pluck(), AssetInstallment::sum() und InstallmentPayment::sum(). Bei einer Seitengröße von 12 Maschinen = 37 zusätzliche Datenbankabfragen pro Seitenaufruf, obwohl data() bereits withCount/withSum eager-lädt.",Installment-Summen in der machineQuery() via leftJoinSub oder withSum eagern und die drei Einzelqueries aus machineResource() entfernen.,hoch
50,architektur,Querschnitt,hoch,nicht bestätigt,app/Http/Controllers/Report/OverdueCenterController.php:1071,"Fehlende DB-Transaktion bei Multi-Write: OverdueCenterController::reportSkip (1.407 Zeilen, 4 Writes)","Die Methode reportSkip() (L1071–L2477, 1.407 Zeilen) führt 4 separate DB-Writes durch: 2x ->update() (L2028, L2070), DB::table('ticket_reports')->insert() (L2121), DB::table('customer_reports')->insert() (L2189) – ohne jede DB::transaction()-Hülle. Bei Fehler nach dem ersten Insert bleibt die Datenbank inkonsistent (z.B. ticket-Report gespeichert aber customer-Report fehlt).",Den gesamten Write-Block in DB::transaction(function() { ... }) einwickeln. Zusätzlich die 1.407-Zeilen-Methode in kleinere private Methoden oder einen ReportSkipService aufteilen.,hoch
51,architektur,Querschnitt,hoch,nicht bestätigt,app/Http/Controllers/Report/DailyReportController.php:2182,"Fehlende DB-Transaktion bei Multi-Write: DailyReportController::reload (1.554 Zeilen, 10 Writes)","reload() (L2182–L3735, 1.554 Zeilen) führt 10 DB-Writes auf 6 verschiedene Tabellen ohne Transaktion durch: appointment_reports update (L3391), personal_task_comments update (L3398), ticket_reports update (L3405), appointment_reports insert (L3490), personal_task_comments insert (L3513), personal_tasks update (L3522), ticket_reports insert (L3579), inquiry_reports insert (L3612), customer_reports insert (L3721) sowie $entry->save() (L3328). Partial-Write bei Fehler hinterlässt inkonsistente Report-Daten.",Alle Writes in DB::transaction() kapseln. Methode in kleinere Write-Handler aufteilen (pro Report-Typ einen Handler). Fehlerbehandlung mit try/catch + DB::rollBack() ergänzen.,hoch
52,architektur,Querschnitt,hoch,bestätigt,resources/views/admin/new_leads/overview/overview.blade.php:545,SQL direkt in Blade-Template: overview.blade.php (5 DB::table() in foreach-Schleife),"Innerhalb eines @foreach über $product_list (L457) werden pro Iteration 5 separate DB::table()-Abfragen abgesetzt: lead_alternative_adds (L545), planings (L577), offers (L610), deals (L643), projects (L676) – klassisches N+1-Problem. Bei 100 Produkten = 500 zusätzliche Queries pro Seitenaufruf. Datenzugriff ist direkt im Template, völlig unkontrolliert und nicht cachebar.",Alle benötigten Daten im Controller vorladen (eager loading oder ein einziger JOIN-Query). Das Blade erhält nur fertig vorbereitete Kollektionen. Alternativ einen LeadProductStatusService mit batch-Abfrage einführen.,hoch
53,architektur,Querschnitt,hoch,bestätigt,resources/views/admin/todo/appointment/appointment_edit.blade.php:249,SQL direkt in Blade-Template: appointment_edit.blade.php (19 DB::table-Aufrufe),"Die Blade-Datei führt 19 direkte DB::table()-Abfragen aus, darunter Lookups auf main_appointment_employees, new_leads, brands, distributors mit DB::raw()-Fragmenten. Geschäftslogik und Datenbankzugriff in der Präsentationsschicht – untestbar, schwer wartbar, kein Caching möglich.",Alle Datenabfragen in den zugehörigen Controller auslagern. Controller-Methode gibt $appointment mit eager-geladenen Relations zurück. Im Blade nur noch {{ $appointment->contact->name }} statt DB::table('new_leads')->where(...).,hoch
54,architektur,Querschnitt,hoch,bestätigt,resources/views/admin/offer/set/sets/sets.blade.php:46,Geschäftslogik in Blade: sets.blade.php berechnet Prozentwerte per DB-Query,"@php-Block direkt in Blade fragt DB::table('product_master_sets')->...->first() für Prozentwerte ab und DB::table('asset_sets')->sum('total_price') für Gesamtsummen. Preisberechnungs-Logik im Template, ohne Testmöglichkeit und mit verstecktem N+1-Risiko.",Controller übergibt $masterSet (eager-loaded) mit bereits berechneten Werten. Berechnungslogik in einen MasterSetPricingService auslagern.,hoch
55,architektur,Querschnitt,hoch,nicht bestätigt,app/Http/Controllers/Task/PersonalTaskController.php:52,Fat Controller: PersonalTaskController::index() – 1.850-Zeilen-Einzelmethode mit 37 DB::table()-Aufrufen,"Die index()-Methode (L52–L1901) hat 1.850 Zeilen und macht 37 direkte DB::table()-Abfragen für: Aufgaben-IDs, Mitarbeiter-Zuweisungen, Kommentare, Subaufgaben, Appointments, Gruppen-Mitglieder, Kalender-Events u.v.m. Die gesamte Board-/Kalender-Logik in einer einzigen HTTP-Handler-Methode ist nicht wartbar.","Aufteilen in PersonalTaskQueryService (Datenbeschaffung), PersonalTaskBoardPresenter (Aggregation) und separate Controller-Methoden für Board vs. Kalender vs. Liste. DB::table()-Calls durch Eloquent-Relations mit eager loading ersetzen.",hoch
56,architektur,Querschnitt,hoch,bestätigt,resources/views/admin/offer/configuration/offer/config.blade.php:1,Massiver Blade-Monolith: offer/config.blade.php (25.064 Zeilen),"Eine einzelne Blade-Datei mit 25.064 Zeilen ist schlicht nicht wartbar. Selbst ohne direkte DB-Abfragen (2 @php-Blöcke, 0 DB::) enthält die Datei komplexe JavaScript-Logik, multiple modale Fenster, Formular-Gruppen, Konfigurations-Sektionen und Berechnungslogik, alles unstrukturiert in einer Datei.","Aufteilen in Blade-Komponenten (@include oder <x-component>): offer-header, offer-sections, offer-items, offer-pricing, offer-modals. Jede Komponente max. 300–500 Zeilen. JavaScript in externe .js-Dateien auslagern.",hoch
